  PID TTY           TIME CMD
 1466 ??         0:52.36 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container -isForBrowser -prefsHandle 0 -prefsLen 33493 -prefMapHandle 1 -prefMapSize 261725 -jsInitHandle 2 -jsInitLen 254356 -sbStartup -sbAppPath /Applications/Firefox.app -sbLevel 3 -parentBuildID 20250120135430 -ipcHandle 0 -initialChannelId {2ab26263-9441-42fc-830e-01943f187743} -parentPid 1290 -crashReporter gecko-crash-server-pipe.1290 -greomni /Applications/Firefox.app/Contents/Resources/omni.ja -appomni /Applications/Firefox.app/Contents/Resources/browser/omni.ja -appDir /Applications/Firefox.app/Contents/Resources/browser -profile /Users/kamalesh.g/Library/Application Support/Firefox/Profiles/4d9hzfgk.default-release org.mozilla.machname.900291297 2 tab
 1467 ??         0:04.71 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container -parentBuildID 20250120135430 -prefsHandle 0 -prefsLen 33493 -prefMapHandle 1 -prefMapSize 261725 -sbStartup -sbAppPath /Applications/Firefox.app -ipcHandle 0 -initialChannelId {aab3151a-0231-4803-a37f-0c58510c6276} -parentPid 1290 -crashReporter gecko-crash-server-pipe.1290 -appDir /Applications/Firefox.app/Contents/Resources/browser -profile /Users/kamalesh.g/Library/Application Support/Firefox/Profiles/4d9hzfgk.default-release org.mozilla.machname.155370281 3 rdd
 1468 ??         2:54.03 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=network --user-data-dir=/Users/kamalesh.g/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,1759024574606564101,14530021164278837024,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=36
 1482 ??         0:16.64 /Applications/Postman.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/kamalesh.g/Library/Application Support/Postman/Crashpad --url=https://o1224273.ingest.sentry.io/api/6543787/minidump/?sentry_key=4657359d34004de980b15867cd04eb7a --annotation=_productName=Postman --annotation=_version=11.44.0 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=31.3.1 --handshake-fd=20
 1483 ??       240:05.51 /Applications/Postman.app/Contents/Frameworks/Postman Helper (GPU).app/Contents/MacOS/Postman Helper (GPU) --type=gpu-process --user-data-dir=/Users/kamalesh.g/Library/Application Support/Postman --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaAcAAAAAAABoBwAAAAAAAHgCAABOAAAAcAIAAAAAAAB4AgAAAAAAAIACAAAAAAAAiAIAAAAAAACQAgAAAAAAAJgCAAAAAAAAoAIAAAAAAACoAgAAAAAAALACAAAAAAAAuAIAAAAAAADAAgAAAAAAAMgCAAAAAAAA0AIAAAAAAADYAgAAAAAAAOACAAAAAAAA6AIAAAAAAADwAgAAAAAAAPgCAAAAAAAAAAMAAAAAAAAIAwAAAAAAABADAAAAAAAAGAMAAAAAAAAgAwAAAAAAACgDAAAAAAAAMAMAAAAAAAA4AwAAAAAAAEADAAAAAAAASAMAAAAAAABQAwAAAAAAAFgDAAAAAAAAYAMAAAAAAABoAwAAAAAAAHADAAAAAAAAeAMAAAAAAACAAwAAAAAAAIgDAAAAAAAAkAMAAAAAAACYAwAAAAAAAKADAAAAAAAAqAMAAAAAAACwAwAAAAAAALgDAAAAAAAAwAMAAAAAAADIAwAAAAAAANADAAAAAAAA2AMAAAAAAADgAwAAAAAAAOgDAAAAAAAA8AMAAAAAAAD4AwAAAAAAAAAEAAAAAAAACAQAAAAAAAAQBAAAAAAAABgEAAAAAAAAIAQAAAAAAAAoBAAAAAAAADAEAAAAAAAAOAQAAAAAAABABAAAAAAAAEgEAAAAAAAAUAQAAAAAAABYBAAAAAAAAGAEAAAAAAAAaAQAAAAAAABwBAAAAAAAAHgEAAAAAAAAgAQAAAAAAACIBAAAAAAAAJAEAAAAAAAAmAQAAAAAAACgBAAAAAAAAKgEAAAAAAAAsAQAAAAAAAC4BAAAAAAAAMAEAAAAAAAAyAQAAAAAAADQBAAAAAAAANgEAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAEAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAAAwAAABAAAAAAAAAAAAAAAAYAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAAAAAAAEAAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAABAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAMAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAAAQAAABAAAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAAAQAAABAAAAAAAAAABAAAAAIAAAAQAAAAAAAAAAQAAAADAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACQAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAAMAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABAAAAA8AAAAQAAAAAAAAAAQAAAAQAAAAEAAAAAAAAAAIAAAAAAAAABAAAAAAAAAACAAAAAEAAAAQAAAAAAAAAAgAAAACAAAAEAAAAAAAAAAIAAAAAwAAABAAAAAAAAAACAAAAAYAAAAQAAAAAAAAAAgAAAAHAAAAEAAAAAAAAAAIAAAACAAAABAAAAAAAAAACAAAAAkAAAAQAAAAAAAAAAgAAAALAAAAEAAAAAAAAAAIAAAADAAAABAAAAAAAAAACAAAAA4AAAAQAAAAAAAAAAgAAAAPAAAAEAAAAAAAAAAIAAAAEAAAABAAAAAAAAAACQAAAAAAAAAQAAAAAAAAAAkAAAABAAAAEAAAAAAAAAAJAAAAAgAAABAAAAAAAAAACQAAAAMAAAAQAAAAAAAAAAkAAAAGAAAAEAAAAAAAAAAJAAAABwAAABAAAAAAAAAACQAAAAgAAAAQAAAAAAAAAAkAAAAJAAAAEAAAAAAAAAAJAAAACwAAABAAAAAAAAAACQAAAAwAAAAQAAAAAAAAAAkAAAAOAAAAEAAAAAAAAAAJAAAADwAAABAAAAAAAAAACQAAABAAAAAQAAAAAAAAAAsAAAAAAAAAEAAAAAAAAAALAAAAAQAAABAAAAAAAAAACwAAAAIAAAAQAAAAAAAAAAsAAAADAAAAEAAAAAAAAAALAAAABgAAABAAAAAAAAAACwAAAAcAAAAQAAAAAAAAAAsAAAAIAAAAEAAAAAAAAAALAAAACQAAABAAAAAAAAAACwAAAAsAAAAQAAAAAAAAAAsAAAAMAAAAEAAAAAAAAAALAAAADgAAABAAAAAAAAAACwAAAA8AAAAQAAAAAAAAAAsAAAAQAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,10472784236579218749,15639592665737711871,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=34
 1484 ??        11:26.48 /Applications/Postman.app/Contents/Frameworks/Postman Helper.app/Contents/MacOS/Postman Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/kamalesh.g/Library/Application Support/Postman --shared-files --field-trial-handle=1718379636,r,10472784236579218749,15639592665737711871,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=34
 1490 ??         3:57.89 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/kamalesh.g/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,1759024574606564101,14530021164278837024,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
 1509 ??         0:43.84 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container -isForBrowser -prefsHandle 0 -prefsLen 40904 -prefMapHandle 1 -prefMapSize 261725 -jsInitHandle 2 -jsInitLen 254356 -sbStartup -sbAppPath /Applications/Firefox.app -sbLevel 3 -parentBuildID 20250120135430 -ipcHandle 0 -initialChannelId {51e14004-3048-43af-a574-4717af9cc498} -parentPid 1290 -crashReporter gecko-crash-server-pipe.1290 -greomni /Applications/Firefox.app/Contents/Resources/omni.ja -appomni /Applications/Firefox.app/Contents/Resources/browser/omni.ja -appDir /Applications/Firefox.app/Contents/Resources/browser -profile /Users/kamalesh.g/Library/Application Support/Firefox/Profiles/4d9hzfgk.default-release org.mozilla.machname.858325046 4 tab
 1515 ??         0:04.41 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container -parentBuildID 20250120135430 -sandboxingKind 0 -prefsHandle 0 -prefsLen 41003 -prefMapHandle 1 -prefMapSize 261725 -sbStartup -sbAppPath /Applications/Firefox.app -ipcHandle 0 -initialChannelId {c6acbb1e-3ec8-44d2-ab34-1ebab35d057d} -parentPid 1290 -crashReporter gecko-crash-server-pipe.1290 -appDir /Applications/Firefox.app/Contents/Resources/browser -profile /Users/kamalesh.g/Library/Application Support/Firefox/Profiles/4d9hzfgk.default-release org.mozilla.machname.1266778594 5 utility
 1521 ??         0:38.51 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container -isForBrowser -prefsHandle 0 -prefsLen 36808 -prefMapHandle 1 -prefMapSize 261725 -jsInitHandle 2 -jsInitLen 254356 -sbStartup -sbAppPath /Applications/Firefox.app -sbLevel 3 -parentBuildID 20250120135430 -ipcHandle 0 -initialChannelId {ecc64a82-7785-4c82-a711-b3e9dd9c5f20} -parentPid 1290 -crashReporter gecko-crash-server-pipe.1290 -greomni /Applications/Firefox.app/Contents/Resources/omni.ja -appomni /Applications/Firefox.app/Contents/Resources/browser/omni.ja -appDir /Applications/Firefox.app/Contents/Resources/browser -profile /Users/kamalesh.g/Library/Application Support/Firefox/Profiles/4d9hzfgk.default-release org.mozilla.machname.277626779 6 tab
 1522 ??         0:38.36 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container -isForBrowser -prefsHandle 0 -prefsLen 36808 -prefMapHandle 1 -prefMapSize 261725 -jsInitHandle 2 -jsInitLen 254356 -sbStartup -sbAppPath /Applications/Firefox.app -sbLevel 3 -parentBuildID 20250120135430 -ipcHandle 0 -initialChannelId {05f591af-16e5-4afd-ac79-fa5ec4c7165a} -parentPid 1290 -crashReporter gecko-crash-server-pipe.1290 -greomni /Applications/Firefox.app/Contents/Resources/omni.ja -appomni /Applications/Firefox.app/Contents/Resources/browser/omni.ja -appDir /Applications/Firefox.app/Contents/Resources/browser -profile /Users/kamalesh.g/Library/Application Support/Firefox/Profiles/4d9hzfgk.default-release org.mozilla.machname.19981090 7 tab
 1523 ??         0:37.73 /Applications/Firefox.app/Contents/MacOS/plugin-container.app/Contents/MacOS/plugin-container -isForBrowser -prefsHandle 0 -prefsLen 36808 -prefMapHandle 1 -prefMapSize 261725 -jsInitHandle 2 -jsInitLen 254356 -sbStartup -sbAppPath /Applications/Firefox.app -sbLevel 3 -parentBuildID 20250120135430 -ipcHandle 0 -initialChannelId {134955c6-a51a-4916-b023-e440ee4bc4ad} -parentPid 1290 -crashReporter gecko-crash-server-pipe.1290 -greomni /Applications/Firefox.app/Contents/Resources/omni.ja -appomni /Applications/Firefox.app/Contents/Resources/browser/omni.ja -appDir /Applications/Firefox.app/Contents/Resources/browser -profile /Users/kamalesh.g/Library/Application Support/Firefox/Profiles/4d9hzfgk.default-release org.mozilla.machname.51900453 8 tab
 1534 ??         0:00.69 /System/Library/Image Capture/Support/icdd
 1540 ??         0:53.06 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
 1542 ??        45:37.48 /Applications/Jamf Connect.app/Contents/MacOS/Jamf Connect
 1543 ??         1:44.75 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 1545 ??         0:00.75 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1600 ??         0:29.96 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1601 ??         1:53.97 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
 1660 ??        13:50.06 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
 1662 ??         0:00.11 /System/Library/CoreServices/CrashReporterSupportHelper server-init
 1683 ??        34:57.98 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/kamalesh.g/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,1759024574606564101,14530021164278837024,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
 1742 ??         1:09.99 /usr/libexec/wifivelocityd
 1779 ??         6:07.05 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/7F64C501-0BFA-4FD3-A8A3-E2B4B0D2743F/d/Azure Data Studio.app/Contents/Frameworks/Azure Data Studio Helper.app/Contents/MacOS/Azure Data Studio Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/kamalesh.g/Library/Application Support/azuredatastudio --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,17719834828782500442,16619031336751777757,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
 1826 ??         1:05.63 /usr/sbin/distnoted agent
 2320 ??         0:11.62 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
 2321 ??         0:00.37 /usr/libexec/seserviced
 2433 ??        71:40.97 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -x
 2461 ??         0:23.57 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=28712 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1837408694476 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=198
 2462 ??         0:09.72 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Alerts).app/Contents/MacOS/Google Chrome Helper (Alerts) --type=utility --utility-sub-type=mac_notifications.mojom.MacNotificationProvider --lang=en-GB --service-sandbox-type=none --message-loop-type-ui --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000
 2636 ??         0:09.46 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=28717 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1837917969368 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=156
 2732 ??        63:09.30 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=audio --message-loop-type-ui --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=156
 2736 ??        11:53.92 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Plugin).app/Contents/MacOS/Google Chrome Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-GB --service-sandbox-type=none --message-loop-type-ui --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000
 2928 ??         0:02.52 /usr/libexec/corercd
 2929 ??        81:27.84 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
 3037 ??        59:04.77 /Applications/Postman.app/Contents/Frameworks/Postman Helper (Renderer).app/Contents/MacOS/Postman Helper (Renderer) --type=renderer --user-data-dir=/Users/kamalesh.g/Library/Application Support/Postman --app-path=/Applications/Postman.app/Contents/Resources/app.asar --no-sandbox --no-zygote --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1750991421832320 --launch-time-ticks=1839162631523 --shared-files --field-trial-handle=1718379636,r,10472784236579218749,15639592665737711871,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=SpareRendererForSitePerProcess --variations-seed-version
 3433 ??         1:05.33 /Applications/Docker.app/Contents/MacOS/com.docker.backend
 3437 ??        17:29.96 /Applications/Docker.app/Contents/MacOS/com.docker.backend run
 3451 ??         0:00.17 /Applications/Docker.app/Contents/MacOS/com.docker.dev-envs -watchdog
 3452 ??         0:13.61 /Applications/Docker.app/Contents/MacOS/com.docker.build
 3459 ??         0:05.89 /Applications/Docker.app/Contents/MacOS/com.docker.virtualization --kernel /Applications/Docker.app/Contents/Resources/linuxkit/kernel --cmdline init=/init loglevel=1 root=/dev/vdb rootfstype=erofs ro vsyscall=emulate panic=0 eth0.dhcp eth1.dhcp linuxkit.unified_cgroup_hierarchy=1 console=hvc0   virtio_net.disable_csum=1 vpnkit.connect=connect://2/1999 --boot /Applications/Docker.app/Contents/Resources/linuxkit/boot.img --disk /Users/kamalesh.g/Library/Containers/com.docker.docker/Data/vms/0/data/Docker.raw --networkType gvisor --macaddr-filename-prefix /Users/kamalesh.g/Library/Containers/com.docker.docker/Data/vms/0/macaddr --cpus 14 --memoryMiB 8092 --console-log /Users/kamalesh.g/Library/Containers/com.docker.docker/Data/log/vm/console.log --console /Users/kamalesh.g/Library/Containers/com.docker.docker/Data/vms/0/console.sock --api /Users/kamalesh.g/Library/Containers/com.docker.docker/Data/virtualization.sock --watchdog --virtiofs /Users --virtiofs /Volumes --virtiofs /private --virtiofs /tmp --virtiofs /var/folders --rosetta
